clip_id,difficulty_score
4bc87ad9-0bd8-43ac-bf47-c8897369bacc,0.8125071088523318
5cb8f23a-f162-4d6e-bcff-383d7245e4fd,0.7873878315400304
7342e41f-ffc8-4f3b-8109-381e8d2ffc50,0.7865229580295587
1b820c38-910b-4879-8537-ba0ef0537730,0.7765087167547753
bc02514d-cef4-4c04-8eb5-c35c96b1d332,0.776065680023884
aaf23808-3e8e-46bb-9ad9-786b68edb330,0.7730061049264865
b587059a-6e58-4246-bc8e-061c4bb1468a,0.7519759188770694
dadad3a4-7426-4c5f-849c-41f4984189c2,0.7460663956863383
fec9dffc-4727-41bf-9fa5-f5a118cdb970,0.7458379548357872
8903561f-cf81-483e-bf22-36e4167cd658,0.7418987384894348
bf86bc97-1824-4332-9167-1afbeeb2ef70,0.7407123594429843
817e4d5e-f8f9-4e8d-b9b7-af3f8f25b0f2,0.740198506460122
a261288f-f3f9-4b31-850f-ebd6c5f73950,0.7385562941936141
d9ee5442-29bc-4cdc-b6ab-cb2d74ca7d34,0.7360449326559981
4374818b-c581-429c-a314-fc2054c30310,0.7348446388911135
bfc7c758-c8d9-4ff1-81e3-516cf60d555e,0.732993077695955
283d173d-a7f1-46bc-81ac-9ed6d3214c56,0.7326075987177261
b1a9a7ba-adb8-473f-867f-231e778cf48d,0.7321039392248996
27213b4e-6c35-42eb-b7e0-dd689d3f3c92,0.7308409617341288
fff3949e-f64f-4b64-ab4d-3302b24691fd,0.730403041557555
0d5f86a1-ab43-4a3a-82a7-e3b1b91d79db,0.729811870328833
ce1711c1-8f8d-48d1-a670-4f1768c855eb,0.7296176879692035
9d0f4da4-a667-45a2-a6a0-d9d5c2dc5b7c,0.7291381111799836
f9f90e31-7b41-4d08-aaf7-85c066bd5ded,0.7286505813777246
df5159d1-1434-489c-b817-44544eac78f9,0.7283815498230908
e6cd9cd9-b973-42bf-9bee-dd8e3fdcd30d,0.727938538378516
e6769b9d-c9bd-4b45-a471-f144d14de94e,0.7276312624317763
61a5eaef-3f70-496d-a053-8e503928baf6,0.7275676059091135
3b816e46-3b3b-411e-b532-a5f529de0956,0.7272105861381313
89adb49b-a242-419c-a9cb-f471b30cc37a,0.7269718865003787
c1e4789c-89de-4549-adaf-ef0786999410,0.7253520891468586
ef958b0d-fa81-4c6b-96a5-f28f92bf1583,0.7249000748034397
148cd7bb-d293-4131-b73e-2c14de203877,0.7233128645231328
832e25b2-6a4d-41b8-a53d-d1c1255dec78,0.7228234013902896
cd2c6e0b-24ea-4484-99fe-5295e94ed0d8,0.722251360298537
efe19b80-6232-4c62-ba2a-46a06f50082c,0.7219219437257758
78898ce3-687d-4499-ac90-76ed2d9e2930,0.7212033653635553
90650ce1-8696-4ac8-afb9-bcfc806c3fb0,0.720525303982789
16ec9a5d-d888-4348-92fe-3163e41e6d6f,0.7205097360356539
130d1497-1f23-483e-a55e-8e488ff1cee2,0.7198697628572065
e88bbf11-3cc1-4e81-9389-e6e993be2500,0.719799288613123
fd446173-2401-46cf-9c25-bb63395ae7dd,0.7192095764734037
a2c33692-0c7d-4d0c-9265-e713db3e3a1b,0.7174440946452803
e0e790e7-fcc7-4c76-8133-865858ba8394,0.7173747572527908
867dd667-60cc-459f-aac7-3b78fea317db,0.7172344119287243
e848c843-d275-4f60-a194-61cc7f699124,0.7170444549301778
9b0a9b09-067b-4c7b-9547-b40e9a0e31ea,0.7167772856797703
f0439acd-98ea-40c5-a4b2-d88dce1b9b59,0.7161872896746848
7343e184-f1d3-4f16-88ad-3d0a43b18753,0.716139208886965
d96927d7-fffd-44a1-9d95-9a453f81d307,0.715767736600617
d0192330-f969-4f4e-8f1b-c5a98d689324,0.7133417277476802
a0d0a149-ea79-4f1f-b4f9-16db181c013e,0.7129814057745951
5f99106f-6eef-438c-805a-9b36b9bf1028,0.7119076921203422
aad448eb-0f83-4a5d-b3fb-09556a1b6e44,0.7097822863068166
0b3d5625-b1b7-4eb1-a948-3a02ee82468e,0.7096906352745264
5b74add9-9409-4a31-ad54-6dcafac0760c,0.7096581948199381
32e5935d-ad0c-4f5b-8e9f-caf1a358c2f0,0.709169846080924
bd6d204c-349f-4693-9881-16ce2b99d08d,0.7089211293326729
fc0bc0e4-2e18-49fe-bf30-50bc4b652cd2,0.7081896727977831
126f749e-75a4-4a83-8093-3e44e70a1196,0.7075684818627057
743a37c0-0a59-4251-8df3-9df34f8a5bdc,0.7062433387216899
aa0f9a01-97d6-4c43-ba93-26abe4410eb5,0.7057491419903411
cb4676aa-4750-4576-9645-948b22d7f246,0.7054842218532611
9c309377-720d-437a-9258-d7d3b5d0bbfe,0.7051032857182058
c1122438-b579-46f1-afb7-ca0fb1d5745a,0.7047930975977628
3cdf8e36-6ffd-4de0-8960-8f27c0a46515,0.7046239661761117
141fe824-1b23-40b4-b230-8ee90dd834f2,0.7046000661044018
1c71446a-66c1-477c-a942-3d1e9b75089a,0.7044837833991019
e797832a-f970-4f60-9f51-5767e855ba0f,0.7044604404992566
